Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Warnbro.jpg,https://raw.githubusercontent.com/Warnbrochs/AppleTV/refs/heads/main/Warnbro.jpg,0:00:10,23:00:00,1/1/25 0:00,12/31/30 23:59,yes
